frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
2195,1566536154043976865,672.00,96.00,182,111710,7324,672.10,86.64,83.20,0.8609,1,1.5352,0.1392,0.9925,10000,4664,10,0.389,183.3,218.9,ndt_r3_i120,2580.0,0.9928,0.2427,1.554,0.134,1.545
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,314.0,304.5,icp_d4_i120,11412.0,0.8226,0.2444,11.515,8.124,2.059
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,314.0,304.5,gicp_d4_i120,12431.2,0.9685,0.2473,1.482,0.552,1.482
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,314.0,304.5,ndt_r3_i120,3728.2,0.9680,0.2478,1.727,0.649,1.727
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,288.4,258.8,icp_d4_i120,11790.0,0.9875,0.2555,1.099,0.753,1.067
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,288.4,258.8,gicp_d4_i120,7952.0,0.9876,0.2557,1.062,0.652,1.062
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,288.4,258.8,ndt_r3_i120,4222.4,0.9873,0.2582,1.099,0.562,1.060
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,243.7,217.2,icp_d4_i120,10027.1,0.9538,0.2370,0.674,0.000,0.673
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,243.7,217.2,gicp_d4_i120,11397.8,0.9536,0.2380,0.661,0.326,0.661
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,243.7,217.2,ndt_r3_i120,3099.7,0.9551,0.2386,0.784,0.674,0.784
