frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,none,11.8,0.6627,0.2569,21.335,12.676,1.499
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,icp_d1_i30,4461.3,0.9090,0.2437,1.496,2.692,0.435
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,icp_d2_i30,4433.5,0.9707,0.2487,1.127,0.984,1.127
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,icp_d4_i30,4229.4,0.9734,0.2489,1.097,0.755,1.097
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,gicp_d1_i30,5337.2,0.9755,0.2492,0.223,0.269,0.223
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,gicp_d2_i30,5571.8,0.9755,0.2489,0.124,0.245,0.109
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,gicp_d4_i30,5396.2,0.9755,0.2484,0.114,0.203,0.114
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,ndt_r1_i30,1946.7,0.9754,0.2489,0.480,0.297,0.480
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,ndt_r2_i30,2298.0,0.9756,0.2471,0.518,0.311,0.518
516,1566535986154197362,-72.00,144.00,758,314109,11233,-83.75,137.53,-55.35,0.9753,1,0.1087,0.2581,0.9755,10000,2295,10,1.499,620.7,377.4,ndt_r3_i30,2172.7,0.9756,0.2465,0.449,0.276,0.449
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,none,8.0,0.7135,0.2538,1.832,7.058,1.832
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,icp_d1_i30,3391.3,0.8425,0.2386,1.203,4.607,1.203
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,icp_d2_i30,5013.9,0.9542,0.2416,0.401,1.981,0.401
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,icp_d4_i30,5285.3,0.9728,0.2442,0.147,1.350,0.147
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,gicp_d1_i30,5599.8,0.9796,0.2467,0.179,0.197,0.179
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,gicp_d2_i30,5464.9,0.9795,0.2465,0.217,0.182,0.217
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,gicp_d4_i30,5096.0,0.9794,0.2465,0.150,0.179,0.150
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,ndt_r1_i30,1713.7,0.9633,0.2492,0.331,1.483,0.331
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,ndt_r2_i30,2115.3,0.9788,0.2483,0.414,0.136,0.414
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,630.0,357.4,ndt_r3_i30,2136.0,0.9793,0.2442,0.436,0.189,0.436
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,none,6.5,0.6127,0.2500,35.293,80.019,13.987
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,icp_d1_i30,5046.0,0.6910,0.2627,16.237,41.951,13.986
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,icp_d2_i30,5057.8,0.7219,0.2381,16.625,41.248,13.730
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,icp_d4_i30,5624.4,0.7220,0.2580,16.470,41.041,13.591
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,gicp_d1_i30,5272.1,0.7037,0.2564,16.659,41.640,14.856
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,gicp_d2_i30,5695.1,0.7102,0.2586,18.555,41.767,13.300
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,gicp_d4_i30,5497.0,0.7117,0.2606,16.400,40.589,11.429
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,ndt_r1_i30,1720.2,0.6573,0.2526,16.169,41.952,13.909
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,ndt_r2_i30,2310.8,0.7124,0.2623,17.694,41.364,14.468
662,1566536000753276080,-168.00,240.00,1172,352767,11513,-160.86,229.68,-42.68,0.9891,0,0.0983,0.3960,0.9896,10000,2606,10,13.987,768.3,373.4,ndt_r3_i30,2332.9,0.7137,0.2613,17.753,41.226,13.642
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,none,7.0,0.6587,0.2365,7.473,7.124,7.024
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,icp_d1_i30,4674.4,0.7792,0.2480,6.147,2.685,6.147
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,icp_d2_i30,5206.0,0.8088,0.2530,5.497,2.778,5.497
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,623.0,391.6,icp_d4_i30,5445.1,0.8267,0.2457,3.919,4.494,3.919
