frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,omp_threads,polish_input_points,target_prep_ms,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,icp_d4_i120,1,12943,0.0,9715.6,0.9832,0.2455,0.343,0.604,0.304
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,icp_d4_i120_p5000,1,5000,0.0,3430.5,0.9832,0.2435,0.206,1.025,0.206
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,icp_d4_i120_p2000,1,2000,0.0,1298.2,0.9832,0.2453,0.350,0.650,0.350
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,icp_d4_i120_p1000,1,1000,0.0,706.2,0.9832,0.2453,0.322,0.545,0.289
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,gicp_d4_i120,16,12943,122.6,5120.7,0.9834,0.2456,0.190,0.740,0.190
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,gicp_d4_i120_p5000,16,5000,130.8,5980.2,0.9835,0.2451,0.181,0.735,0.181
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,gicp_d4_i120_p2000,16,2000,123.8,11945.1,0.9837,0.2459,0.231,0.841,0.207
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,gicp_d4_i120_p1000,16,1000,122.1,10202.8,0.9835,0.2448,0.172,0.696,0.168
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,ndt_r3_i120,16,12943,9.6,4569.8,0.9837,0.2399,0.317,0.920,0.317
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,ndt_r3_i120_p5000,16,5000,8.3,3847.6,0.9836,0.2396,0.329,0.929,0.247
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,ndt_r3_i120_p2000,16,2000,8.3,3592.2,0.9838,0.2397,0.251,0.937,0.236
297,1566535964247888327,0.00,-24.00,617,257232,12943,7.04,-18.22,-60.75,0.9826,1,0.1913,0.7415,0.9834,10000,4085,10,0.380,552.1,517.9,ndt_r3_i120_p1000,16,1000,8.4,3058.7,0.9837,0.2398,0.360,0.969,0.317
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,icp_d4_i120,1,10901,0.0,14021.7,0.9541,0.2412,1.704,0.330,1.704
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,icp_d4_i120_p5000,1,5000,0.0,6265.4,0.9539,0.2433,1.791,0.266,1.791
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,icp_d4_i120_p2000,1,2000,0.0,2572.7,0.9531,0.2423,1.771,0.520,1.771
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,icp_d4_i120_p1000,1,1000,0.0,924.1,0.9498,0.2441,1.896,0.791,1.896
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,gicp_d4_i120,16,10901,125.9,13011.3,0.9565,0.2417,1.332,0.300,0.146
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,gicp_d4_i120_p5000,16,5000,137.8,12280.9,0.9563,0.2440,1.131,0.402,0.107
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,gicp_d4_i120_p2000,16,2000,143.5,17886.0,0.9564,0.2410,0.662,0.641,0.155
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,gicp_d4_i120_p1000,16,1000,130.1,13204.1,0.9565,0.2442,1.028,0.461,1.028
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,ndt_r3_i120,16,10901,16.3,6475.6,0.9571,0.2397,0.552,0.554,0.552
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,ndt_r3_i120_p5000,16,5000,10.9,4967.8,0.9569,0.2396,0.617,0.551,0.617
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,ndt_r3_i120_p2000,16,2000,8.9,2619.8,0.9568,0.2394,0.600,0.579,0.600
443,1566535978854089230,-48.00,72.00,751,277294,10901,-48.60,83.87,-57.34,0.9557,1,0.1392,0.3105,0.9558,10000,3495,10,3.733,461.2,351.3,ndt_r3_i120_p1000,16,1000,9.1,2736.6,0.9569,0.2405,0.746,0.570,0.746
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,icp_d4_i120,1,11216,0.0,11821.6,0.9794,0.2471,0.163,0.243,0.163
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,icp_d4_i120_p5000,1,5000,0.0,5257.7,0.9795,0.2464,0.132,0.383,0.132
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,icp_d4_i120_p2000,1,2000,0.0,2342.3,0.9796,0.2463,0.206,0.341,0.206
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,icp_d4_i120_p1000,1,1000,0.0,1187.4,0.9792,0.2465,0.218,0.539,0.218
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,gicp_d4_i120,16,11216,135.6,17485.5,0.9794,0.2467,0.159,0.185,0.159
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,gicp_d4_i120_p5000,16,5000,139.4,18391.8,0.9796,0.2476,0.018,0.319,0.018
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,gicp_d4_i120_p2000,16,2000,148.5,16108.1,0.9796,0.2455,0.041,0.272,0.041
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,gicp_d4_i120_p1000,16,1000,148.2,16706.4,0.9799,0.2465,0.093,0.297,0.093
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,ndt_r3_i120,16,11216,11.7,4607.7,0.9793,0.2442,0.554,0.209,0.436
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,ndt_r3_i120_p5000,16,5000,9.2,3054.3,0.9795,0.2445,0.451,0.203,0.451
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,ndt_r3_i120_p2000,16,2000,9.1,2119.2,0.9794,0.2442,0.507,0.236,0.507
589,1566535993448103142,-120.00,192.00,936,292436,11216,-120.17,184.36,-50.83,0.9796,0,0.1738,0.1839,0.9796,10000,2463,10,1.832,596.6,385.2,ndt_r3_i120_p1000,16,1000,9.2,1614.5,0.9794,0.2455,0.239,0.229,0.239
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,icp_d4_i120,1,12004,0.0,13730.9,0.9944,0.2405,0.673,0.000,0.517
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,icp_d4_i120_p5000,1,5000,0.0,4837.2,0.9946,0.2395,0.698,0.000,0.530
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,icp_d4_i120_p2000,1,2000,0.0,2117.2,0.9947,0.2426,0.626,0.000,0.554
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,icp_d4_i120_p1000,1,1000,0.0,1281.6,0.9942,0.2407,0.689,0.000,0.689
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,gicp_d4_i120,16,12004,165.2,16890.1,0.9943,0.2467,0.084,0.626,0.084
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,gicp_d4_i120_p5000,16,5000,159.8,15092.5,0.9943,0.2464,0.141,0.694,0.095
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,gicp_d4_i120_p2000,16,2000,156.2,16581.0,0.9949,0.2389,0.179,0.267,0.147
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,gicp_d4_i120_p1000,16,1000,162.0,16896.4,0.9948,0.2435,0.293,0.286,0.293
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,ndt_r3_i120,16,12004,15.3,4590.5,0.9949,0.2428,0.302,0.761,0.260
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,ndt_r3_i120_p5000,16,5000,10.4,4145.9,0.9950,0.2434,0.240,0.707,0.240
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,ndt_r3_i120_p2000,16,2000,10.3,2610.8,0.9952,0.2432,0.204,0.681,0.204
735,1566536008046224830,-192.00,264.00,958,326376,12004,-188.30,259.72,-89.70,0.9948,0,0.1347,0.6300,0.9943,10000,2791,10,7.024,659.3,392.3,ndt_r3_i120_p1000,16,1000,10.5,2185.7,0.9951,0.2424,0.273,0.786,0.182
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,icp_d4_i120,1,12698,0.0,14309.3,0.9285,0.2491,0.717,0.683,0.542
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,icp_d4_i120_p5000,1,5000,0.0,5614.1,0.9272,0.2483,0.726,0.744,0.549
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,icp_d4_i120_p2000,1,2000,0.0,2027.4,0.9291,0.2509,0.869,0.803,0.631
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,icp_d4_i120_p1000,1,1000,0.0,1018.3,0.9294,0.2489,0.596,0.762,0.367
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,gicp_d4_i120,16,12698,158.7,18858.6,0.8941,0.2425,1.266,0.458,1.266
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,gicp_d4_i120_p5000,16,5000,151.7,11264.4,0.9220,0.2448,0.904,0.537,0.904
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,gicp_d4_i120_p2000,16,2000,168.2,10793.8,0.9264,0.2510,0.703,0.786,0.703
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,gicp_d4_i120_p1000,16,1000,169.8,17001.2,0.9253,0.2485,0.942,0.618,0.942
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,ndt_r3_i120,16,12698,13.1,4616.9,0.9253,0.2481,0.500,0.291,0.449
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,ndt_r3_i120_p5000,16,5000,10.6,4027.5,0.9245,0.2480,0.427,0.308,0.427
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,ndt_r3_i120_p2000,16,2000,10.5,3481.9,0.9251,0.2478,0.510,0.326,0.392
881,1566536022645760706,-96.00,312.00,1104,321922,12698,-107.76,314.25,-147.43,0.9264,0,0.9256,0.3022,0.9202,10000,3613,10,0.821,630.8,424.3,ndt_r3_i120_p1000,16,1000,11.0,3100.7,0.9238,0.2476,0.513,0.352,0.506
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,icp_d4_i120,1,10204,0.0,8787.4,0.9590,0.2414,0.208,0.259,0.208
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,icp_d4_i120_p5000,1,5000,0.0,4440.6,0.9588,0.2411,0.210,0.148,0.210
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,icp_d4_i120_p2000,1,2000,0.0,2106.1,0.9589,0.2412,0.223,0.394,0.223
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,icp_d4_i120_p1000,1,1000,0.0,1163.8,0.9589,0.2420,0.237,0.274,0.237
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,gicp_d4_i120,16,10204,131.1,10690.9,0.9578,0.2418,0.213,0.352,0.213
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,gicp_d4_i120_p5000,16,5000,139.5,10498.9,0.9575,0.2422,0.184,0.460,0.181
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,gicp_d4_i120_p2000,16,2000,128.8,10628.9,0.9579,0.2420,0.208,0.467,0.204
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,gicp_d4_i120_p1000,16,1000,121.6,6697.1,0.9583,0.2416,0.355,0.594,0.355
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,ndt_r3_i120,16,10204,12.9,3992.9,0.9584,0.2411,0.319,0.530,0.305
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,ndt_r3_i120_p5000,16,5000,8.9,3614.6,0.9583,0.2410,0.320,0.516,0.320
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,ndt_r3_i120_p2000,16,2000,8.8,3132.4,0.9584,0.2404,0.284,0.562,0.282
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,530.5,339.5,ndt_r3_i120_p1000,16,1000,9.2,3119.5,0.9583,0.2417,0.348,0.510,0.346
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,icp_d4_i120,1,11346,0.0,12116.3,0.9751,0.2485,0.213,0.759,0.189
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,icp_d4_i120_p5000,1,5000,0.0,5137.4,0.9751,0.2483,0.201,0.782,0.183
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,icp_d4_i120_p2000,1,2000,0.0,2166.0,0.9750,0.2489,0.197,0.631,0.185
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,icp_d4_i120_p1000,1,1000,0.0,1001.0,0.9752,0.2486,0.241,0.789,0.200
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,gicp_d4_i120,16,11346,128.0,12615.0,0.9751,0.2474,0.242,0.676,0.242
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,gicp_d4_i120_p5000,16,5000,139.8,15155.5,0.9751,0.2470,0.184,0.627,0.182
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,gicp_d4_i120_p2000,16,2000,129.1,20198.4,0.9751,0.2476,0.194,0.769,0.194
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,gicp_d4_i120_p1000,16,1000,139.2,18513.6,0.9751,0.2456,0.170,0.563,0.142
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,ndt_r3_i120,16,11346,11.0,3856.6,0.9748,0.2467,0.213,0.650,0.213
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,ndt_r3_i120_p5000,16,5000,9.2,2673.2,0.9747,0.2470,0.217,0.623,0.217
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,ndt_r3_i120_p2000,16,2000,9.3,2470.8,0.9751,0.2479,0.196,0.776,0.187
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,525.5,378.5,ndt_r3_i120_p1000,16,1000,9.3,2416.9,0.9748,0.2473,0.190,0.703,0.182
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,icp_d4_i120,1,14809,0.0,8587.8,0.9950,0.2456,2.040,0.727,1.954
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,icp_d4_i120_p5000,1,5000,0.0,3019.8,0.9950,0.2456,2.046,0.761,1.993
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,icp_d4_i120_p2000,1,2000,0.0,1370.9,0.9949,0.2457,2.023,0.689,1.928
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,icp_d4_i120_p1000,1,1000,0.0,752.4,0.9951,0.2456,2.103,0.891,1.963
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,gicp_d4_i120,16,14809,98.8,5048.2,0.9949,0.2463,2.018,0.743,2.018
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,gicp_d4_i120_p5000,16,5000,98.3,5076.9,0.9947,0.2460,2.053,0.841,2.052
1319,1566536066447122403,192.00,264.00,329,188020,14809,194.16,256.76,-166.90,0.7994,0,2.0232,0.7532,0.9949,10000,727,10,1.061,564.5,441.8,gicp_d4_i120_p2000,16,2000,84.1,9181.9,0.9950,0.2463,1.997,0.713,1.997
