frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,233.4,218.9,gicp_d4_i240,27241.9,0.8852,0.2573,1.158,1.671,1.158
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,233.4,218.9,ndt_r3_i240,2374.7,0.8826,0.2570,0.317,0.799,0.317
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,379.3,261.2,icp_d4_i240,13109.6,0.9921,0.2441,0.178,0.582,0.178
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,379.3,261.2,gicp_d4_i240,25689.4,0.9921,0.2462,0.678,0.392,0.216
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,379.3,261.2,ndt_r3_i240,2819.2,0.9920,0.2471,0.331,0.356,0.331
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,344.2,285.3,icp_d4_i240,7194.7,0.9809,0.2434,0.836,1.293,0.836
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,344.2,285.3,gicp_d4_i240,14541.1,0.9810,0.2427,0.831,1.173,0.831
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,344.2,285.3,ndt_r3_i240,3088.0,0.9811,0.2437,0.830,1.286,0.801
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,516.0,378.7,icp_d4_i240,12280.2,0.9912,0.2434,0.666,1.810,0.583
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,516.0,378.7,gicp_d4_i240,23159.3,0.9911,0.2437,0.639,1.799,0.639
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,516.0,378.7,ndt_r3_i240,3791.9,0.9912,0.2434,0.669,1.809,0.633
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,533.5,316.9,icp_d4_i240,8976.3,0.9919,0.2542,1.224,0.279,1.215
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,533.5,316.9,gicp_d4_i240,6832.8,0.9916,0.2558,1.228,0.328,1.227
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,533.5,316.9,ndt_r3_i240,2685.9,0.9919,0.2543,1.169,0.400,1.145
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,645.0,397.4,icp_d4_i240,14543.3,0.9779,0.2450,1.245,0.730,1.177
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,645.0,397.4,gicp_d4_i240,14617.0,0.9765,0.2444,1.162,0.577,1.160
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,645.0,397.4,ndt_r3_i240,3185.2,0.9772,0.2438,1.215,0.519,1.206
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,810.5,435.5,icp_d4_i240,24539.5,0.9929,0.2434,1.196,0.445,1.186
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,810.5,435.5,gicp_d4_i240,22577.3,0.9926,0.2431,1.167,0.473,1.166
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,810.5,435.5,ndt_r3_i240,3851.1,0.9936,0.2415,1.425,0.458,1.420
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,590.1,429.5,icp_d4_i240,8826.4,0.9931,0.2420,0.869,0.606,0.869
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,590.1,429.5,gicp_d4_i240,5151.9,0.9928,0.2421,0.870,0.522,0.870
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,590.1,429.5,ndt_r3_i240,3154.7,0.9929,0.2425,0.930,0.667,0.926
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,526.3,390.5,icp_d4_i240,15276.1,0.9916,0.2448,0.094,0.301,0.094
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,526.3,390.5,gicp_d4_i240,16815.5,0.9909,0.2455,0.255,0.371,0.255
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,526.3,390.5,ndt_r3_i240,4633.6,0.9910,0.2470,0.273,0.458,0.269
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,680.8,381.0,icp_d4_i240,15904.6,0.9875,0.2426,0.703,0.910,0.040
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,680.8,381.0,gicp_d4_i240,21527.1,0.9868,0.2437,0.189,0.467,0.141
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,680.8,381.0,ndt_r3_i240,5173.9,0.9866,0.2435,0.115,0.444,0.115
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,588.2,343.3,icp_d4_i240,17638.7,0.9859,0.2485,1.035,0.542,0.455
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,588.2,343.3,gicp_d4_i240,33274.2,0.9858,0.2497,0.803,0.498,0.103
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,588.2,343.3,ndt_r3_i240,3454.0,0.9855,0.2531,0.308,0.516,0.270
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,594.9,399.1,icp_d4_i240,8922.9,0.9820,0.2548,0.064,0.247,0.064
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,594.9,399.1,gicp_d4_i240,28049.4,0.9816,0.2533,0.069,0.276,0.069
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,594.9,399.1,ndt_r3_i240,2828.8,0.9818,0.2547,0.345,0.399,0.324
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,447.7,366.9,icp_d4_i240,10359.5,0.9853,0.2463,1.314,0.742,0.550
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,447.7,366.9,gicp_d4_i240,10916.3,0.9849,0.2479,1.134,0.631,0.077
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,447.7,366.9,ndt_r3_i240,3963.1,0.9843,0.2461,0.542,0.589,0.438
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,616.3,375.7,icp_d4_i240,8187.1,0.9874,0.2489,0.184,0.000,0.184
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,616.3,375.7,gicp_d4_i240,11952.5,0.9874,0.2414,0.829,0.631,0.135
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,616.3,375.7,ndt_r3_i240,4358.8,0.9877,0.2465,0.326,0.657,0.299
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,599.4,461.2,icp_d4_i240,11794.5,0.9561,0.2474,0.222,0.000,0.222
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,599.4,461.2,gicp_d4_i240,5433.4,0.9576,0.2438,1.152,0.358,0.192
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,599.4,461.2,ndt_r3_i240,5428.3,0.9572,0.2418,0.810,0.423,0.705
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,477.4,390.0,icp_d4_i240,8220.1,0.9265,0.2453,1.065,0.053,0.186
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,477.4,390.0,gicp_d4_i240,12221.7,0.9268,0.2396,0.045,0.070,0.044
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,477.4,390.0,ndt_r3_i240,4985.5,0.9275,0.2400,0.391,0.217,0.225
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,675.5,430.8,icp_d4_i240,16445.5,0.9346,0.2449,0.177,0.877,0.177
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,675.5,430.8,gicp_d4_i240,29660.1,0.9343,0.2464,0.072,0.961,0.072
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,675.5,430.8,ndt_r3_i240,3704.6,0.9344,0.2427,0.396,0.955,0.292
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,573.6,401.7,icp_d4_i240,8829.5,0.9816,0.2481,0.995,0.223,0.166
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,573.6,401.7,gicp_d4_i240,24041.3,0.9811,0.2501,0.084,0.305,0.084
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,573.6,401.7,ndt_r3_i240,3592.5,0.9815,0.2453,0.521,0.326,0.427
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,619.2,385.8,icp_d4_i240,16320.6,0.7017,0.2502,4.287,14.661,4.287
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,619.2,385.8,gicp_d4_i240,29365.8,0.6723,0.2586,4.709,19.162,4.709
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,619.2,385.8,ndt_r3_i240,3430.8,0.6829,0.2448,20.212,51.687,6.053
3947,1566536329244945631,-192.00,264.00,958,326376,12645,-186.45,252.33,-51.58,0.9838,0,0.1209,0.6814,0.9842,10000,2532,10,5.448,748.2,420.3,icp_d4_i240,19943.0,0.9851,0.2413,0.675,0.252,0.129
3947,1566536329244945631,-192.00,264.00,958,326376,12645,-186.45,252.33,-51.58,0.9838,0,0.1209,0.6814,0.9842,10000,2532,10,5.448,748.2,420.3,gicp_d4_i240,23357.6,0.9840,0.2432,0.116,0.687,0.116
3947,1566536329244945631,-192.00,264.00,958,326376,12645,-186.45,252.33,-51.58,0.9838,0,0.1209,0.6814,0.9842,10000,2532,10,5.448,748.2,420.3,ndt_r3_i240,4972.8,0.9845,0.2409,0.387,0.512,0.283
4020,1566536336546086036,-168.00,288.00,1187,339231,11657,-167.32,276.77,-147.80,0.9850,1,0.1465,0.1969,0.9852,10000,5277,10,8.817,811.5,432.5,icp_d4_i240,13305.1,0.7960,0.2427,20.183,6.985,8.958
4020,1566536336546086036,-168.00,288.00,1187,339231,11657,-167.32,276.77,-147.80,0.9850,1,0.1465,0.1969,0.9852,10000,5277,10,8.817,811.5,432.5,gicp_d4_i240,36865.0,0.7615,0.2424,19.299,4.068,13.760
4020,1566536336546086036,-168.00,288.00,1187,339231,11657,-167.32,276.77,-147.80,0.9850,1,0.1465,0.1969,0.9852,10000,5277,10,8.817,811.5,432.5,ndt_r3_i240,2897.0,0.7824,0.2544,19.537,5.442,8.101
4093,1566536343839592111,-120.00,312.00,1075,323752,11967,-124.24,304.08,-148.18,0.9536,1,0.1414,0.2661,0.9539,10000,4643,10,9.679,781.6,438.7,icp_d4_i240,12890.6,0.9522,0.2398,0.888,0.306,0.888
4093,1566536343839592111,-120.00,312.00,1075,323752,11967,-124.24,304.08,-148.18,0.9536,1,0.1414,0.2661,0.9539,10000,4643,10,9.679,781.6,438.7,gicp_d4_i240,31486.0,0.9523,0.2415,0.749,0.360,0.748
4093,1566536343839592111,-120.00,312.00,1075,323752,11967,-124.24,304.08,-148.18,0.9536,1,0.1414,0.2661,0.9539,10000,4643,10,9.679,781.6,438.7,ndt_r3_i240,4170.0,0.9534,0.2442,0.569,0.243,0.564
4166,1566536351147692662,-96.00,336.00,996,299546,11399,-87.11,327.27,-147.76,0.9438,0,0.9355,0.4367,0.9464,10000,3605,10,1.842,599.2,386.7,icp_d4_i240,17950.5,0.9462,0.2439,0.898,1.423,0.312
4166,1566536351147692662,-96.00,336.00,996,299546,11399,-87.11,327.27,-147.76,0.9438,0,0.9355,0.4367,0.9464,10000,3605,10,1.842,599.2,386.7,gicp_d4_i240,18153.4,0.9468,0.2433,1.047,0.665,1.043
4166,1566536351147692662,-96.00,336.00,996,299546,11399,-87.11,327.27,-147.76,0.9438,0,0.9355,0.4367,0.9464,10000,3605,10,1.842,599.2,386.7,ndt_r3_i240,4849.4,0.9452,0.2419,0.506,0.415,0.390
4239,1566536358440171103,-48.00,336.00,927,293722,12442,-59.00,341.56,-170.63,0.9871,0,0.3436,0.3600,0.9877,10000,2192,10,1.744,593.8,402.6,icp_d4_i240,13630.5,0.9882,0.2473,0.484,0.482,0.154
4239,1566536358440171103,-48.00,336.00,927,293722,12442,-59.00,341.56,-170.63,0.9871,0,0.3436,0.3600,0.9877,10000,2192,10,1.744,593.8,402.6,gicp_d4_i240,14885.6,0.9876,0.2478,0.311,0.258,0.311
4239,1566536358440171103,-48.00,336.00,927,293722,12442,-59.00,341.56,-170.63,0.9871,0,0.3436,0.3600,0.9877,10000,2192,10,1.744,593.8,402.6,ndt_r3_i240,4563.9,0.9879,0.2454,0.078,0.396,0.072
4312,1566536365743982262,-24.00,336.00,754,246687,11425,-31.71,329.47,137.74,0.9136,1,0.2487,0.3524,0.9161,10000,1562,10,2.464,671.4,441.4,icp_d4_i240,17944.6,0.9175,0.2431,0.267,0.000,0.260
4312,1566536365743982262,-24.00,336.00,754,246687,11425,-31.71,329.47,137.74,0.9136,1,0.2487,0.3524,0.9161,10000,1562,10,2.464,671.4,441.4,gicp_d4_i240,19161.4,0.9164,0.2441,0.708,0.217,0.234
4312,1566536365743982262,-24.00,336.00,754,246687,11425,-31.71,329.47,137.74,0.9136,1,0.2487,0.3524,0.9161,10000,1562,10,2.464,671.4,441.4,ndt_r3_i240,4122.1,0.9164,0.2424,0.286,0.248,0.201
4385,1566536373043127061,0.00,288.00,608,203247,10521,3.57,297.34,138.76,0.9671,1,0.0669,0.5968,0.9681,10000,1190,10,1.285,423.6,303.3,icp_d4_i240,9298.0,0.9699,0.2465,0.397,0.720,0.149
4385,1566536373043127061,0.00,288.00,608,203247,10521,3.57,297.34,138.76,0.9671,1,0.0669,0.5968,0.9681,10000,1190,10,1.285,423.6,303.3,gicp_d4_i240,3655.6,0.9682,0.2430,0.065,0.599,0.065
4385,1566536373043127061,0.00,288.00,608,203247,10521,3.57,297.34,138.76,0.9671,1,0.0669,0.5968,0.9681,10000,1190,10,1.285,423.6,303.3,ndt_r3_i240,3132.2,0.9698,0.2462,0.138,0.243,0.133
4458,1566536380340087025,24.00,288.00,582,211151,10535,28.92,278.50,147.65,0.9779,1,0.3546,0.4103,0.9776,10000,1058,10,0.810,374.3,314.9,icp_d4_i240,6836.3,0.9779,0.2479,0.334,0.309,0.311
4458,1566536380340087025,24.00,288.00,582,211151,10535,28.92,278.50,147.65,0.9779,1,0.3546,0.4103,0.9776,10000,1058,10,0.810,374.3,314.9,gicp_d4_i240,2851.8,0.9776,0.2493,0.356,0.403,0.354
4458,1566536380340087025,24.00,288.00,582,211151,10535,28.92,278.50,147.65,0.9779,1,0.3546,0.4103,0.9776,10000,1058,10,0.810,374.3,314.9,ndt_r3_i240,3071.1,0.9783,0.2474,0.059,0.302,0.032
4531,1566536387640092244,48.00,264.00,683,228747,11320,53.66,265.70,157.91,0.9479,1,0.3775,0.2902,0.9475,10000,1850,10,0.827,425.3,345.8,icp_d4_i240,10099.0,0.9477,0.2487,0.345,0.194,0.345
4531,1566536387640092244,48.00,264.00,683,228747,11320,53.66,265.70,157.91,0.9479,1,0.3775,0.2902,0.9475,10000,1850,10,0.827,425.3,345.8,gicp_d4_i240,7825.7,0.9475,0.2494,0.378,0.285,0.299
4531,1566536387640092244,48.00,264.00,683,228747,11320,53.66,265.70,157.91,0.9479,1,0.3775,0.2902,0.9475,10000,1850,10,0.827,425.3,345.8,ndt_r3_i240,3109.3,0.9480,0.2472,0.119,0.378,0.085
4604,1566536394940111957,72.00,264.00,696,273520,11228,82.98,255.64,163.91,0.9489,0,0.4400,1.2239,0.9543,10000,3878,10,0.744,510.4,372.9,icp_d4_i240,13079.0,0.9540,0.2443,0.277,0.721,0.277
4604,1566536394940111957,72.00,264.00,696,273520,11228,82.98,255.64,163.91,0.9489,0,0.4400,1.2239,0.9543,10000,3878,10,0.744,510.4,372.9,gicp_d4_i240,15375.7,0.9539,0.2462,0.509,1.310,0.509
4604,1566536394940111957,72.00,264.00,696,273520,11228,82.98,255.64,163.91,0.9489,0,0.4400,1.2239,0.9543,10000,3878,10,0.744,510.4,372.9,ndt_r3_i240,3764.8,0.9542,0.2466,0.286,1.278,0.266
4677,1566536402244751841,96.00,240.00,678,291314,13968,102.67,251.83,172.63,0.9220,1,0.8726,1.4501,0.9475,10000,2744,10,2.695,644.9,489.8,icp_d4_i240,21066.7,0.9487,0.2459,0.619,1.532,0.250
4677,1566536402244751841,96.00,240.00,678,291314,13968,102.67,251.83,172.63,0.9220,1,0.8726,1.4501,0.9475,10000,2744,10,2.695,644.9,489.8,gicp_d4_i240,9429.9,0.9475,0.2441,0.871,1.441,0.871
4677,1566536402244751841,96.00,240.00,678,291314,13968,102.67,251.83,172.63,0.9220,1,0.8726,1.4501,0.9475,10000,2744,10,2.695,644.9,489.8,ndt_r3_i240,6207.1,0.9482,0.2442,0.601,1.639,0.526
4750,1566536409540178602,120.00,240.00,667,302018,13288,130.88,249.88,174.12,0.8595,1,1.4012,1.4750,0.9290,10000,2997,10,3.856,662.3,442.1,icp_d4_i240,17949.5,0.9303,0.2442,1.425,1.332,1.168
4750,1566536409540178602,120.00,240.00,667,302018,13288,130.88,249.88,174.12,0.8595,1,1.4012,1.4750,0.9290,10000,2997,10,3.856,662.3,442.1,gicp_d4_i240,23325.3,0.9293,0.2468,1.557,1.323,1.401
4750,1566536409540178602,120.00,240.00,667,302018,13288,130.88,249.88,174.12,0.8595,1,1.4012,1.4750,0.9290,10000,2997,10,3.856,662.3,442.1,ndt_r3_i240,3852.0,0.9293,0.2458,1.394,1.295,1.381
4823,1566536416839603235,168.00,240.00,591,282939,14515,158.98,250.32,-176.85,0.8147,1,2.1123,0.5448,0.9732,10000,939,10,1.833,742.1,506.8,icp_d4_i240,12249.2,0.9740,0.2467,2.022,0.540,2.022
4823,1566536416839603235,168.00,240.00,591,282939,14515,158.98,250.32,-176.85,0.8147,1,2.1123,0.5448,0.9732,10000,939,10,1.833,742.1,506.8,gicp_d4_i240,2923.4,0.9732,0.2474,2.112,0.543,2.112
4823,1566536416839603235,168.00,240.00,591,282939,14515,158.98,250.32,-176.85,0.8147,1,2.1123,0.5448,0.9732,10000,939,10,1.833,742.1,506.8,ndt_r3_i240,4541.0,0.9741,0.2481,2.076,0.516,2.031
4896,1566536424145309804,192.00,264.00,329,188020,14610,203.04,258.94,-164.19,0.8141,1,1.9114,0.9276,0.9845,10000,717,10,1.594,472.9,441.9,icp_d4_i240,11914.1,0.9846,0.2449,1.958,0.970,1.806
4896,1566536424145309804,192.00,264.00,329,188020,14610,203.04,258.94,-164.19,0.8141,1,1.9114,0.9276,0.9845,10000,717,10,1.594,472.9,441.9,gicp_d4_i240,2677.0,0.9845,0.2452,1.911,0.928,1.911
4896,1566536424145309804,192.00,264.00,329,188020,14610,203.04,258.94,-164.19,0.8141,1,1.9114,0.9276,0.9845,10000,717,10,1.594,472.9,441.9,ndt_r3_i240,4345.9,0.9846,0.2450,1.931,0.961,1.917
4969,1566536431440022906,240.00,288.00,363,160559,7009,245.94,280.52,-146.43,0.9358,1,0.9383,1.1096,0.9730,10000,2020,10,1.740,265.2,228.7,icp_d4_i240,6434.8,0.9756,0.2466,0.880,0.952,0.880
4969,1566536431440022906,240.00,288.00,363,160559,7009,245.94,280.52,-146.43,0.9358,1,0.9383,1.1096,0.9730,10000,2020,10,1.740,265.2,228.7,gicp_d4_i240,11274.1,0.9733,0.2467,0.941,1.125,0.941
4969,1566536431440022906,240.00,288.00,363,160559,7009,245.94,280.52,-146.43,0.9358,1,0.9383,1.1096,0.9730,10000,2020,10,1.740,265.2,228.7,ndt_r3_i240,2951.5,0.9740,0.2462,0.977,1.035,0.975
5042,1566536438745444618,288.00,288.00,368,157590,11200,285.97,293.27,175.91,0.9491,1,0.4762,0.6838,0.9504,10000,1409,10,0.787,390.7,324.2,icp_d4_i240,7679.0,0.9508,0.2508,0.524,0.842,0.518
5042,1566536438745444618,288.00,288.00,368,157590,11200,285.97,293.27,175.91,0.9491,1,0.4762,0.6838,0.9504,10000,1409,10,0.787,390.7,324.2,gicp_d4_i240,11312.8,0.9504,0.2533,0.479,0.683,0.478
5042,1566536438745444618,288.00,288.00,368,157590,11200,285.97,293.27,175.91,0.9491,1,0.4762,0.6838,0.9504,10000,1409,10,0.787,390.7,324.2,ndt_r3_i240,2858.3,0.9505,0.2527,0.542,0.678,0.528
5115,1566536446040042155,312.00,264.00,393,175180,10306,317.36,267.03,123.69,0.9584,1,0.8387,0.9490,0.9934,10000,2405,10,1.229,441.3,316.3,icp_d4_i240,7974.1,0.9934,0.2482,0.835,0.962,0.826
5115,1566536446040042155,312.00,264.00,393,175180,10306,317.36,267.03,123.69,0.9584,1,0.8387,0.9490,0.9934,10000,2405,10,1.229,441.3,316.3,gicp_d4_i240,13620.3,0.9934,0.2477,0.838,0.947,0.837
5115,1566536446040042155,312.00,264.00,393,175180,10306,317.36,267.03,123.69,0.9584,1,0.8387,0.9490,0.9934,10000,2405,10,1.229,441.3,316.3,ndt_r3_i240,3335.6,0.9930,0.2483,0.876,1.001,0.874
5188,1566536453342721401,336.00,216.00,379,172073,8401,345.46,223.97,122.87,0.9846,1,0.9959,0.4601,0.9906,10000,5243,10,0.847,324.8,282.6,icp_d4_i240,9804.2,0.9906,0.2462,0.964,0.187,0.953
5188,1566536453342721401,336.00,216.00,379,172073,8401,345.46,223.97,122.87,0.9846,1,0.9959,0.4601,0.9906,10000,5243,10,0.847,324.8,282.6,gicp_d4_i240,14866.2,0.9906,0.2468,1.001,0.488,0.996
5188,1566536453342721401,336.00,216.00,379,172073,8401,345.46,223.97,122.87,0.9846,1,0.9959,0.4601,0.9906,10000,5243,10,0.847,324.8,282.6,ndt_r3_i240,3137.4,0.9906,0.2526,0.957,0.574,0.957
5261,1566536460646590877,360.00,192.00,418,212491,10251,360.05,201.10,122.58,0.9370,1,1.0330,0.3239,0.9872,10000,2520,10,6.197,419.4,322.6,icp_d4_i240,11178.6,0.9874,0.2451,1.023,0.368,1.023
5261,1566536460646590877,360.00,192.00,418,212491,10251,360.05,201.10,122.58,0.9370,1,1.0330,0.3239,0.9872,10000,2520,10,6.197,419.4,322.6,gicp_d4_i240,31069.1,0.9872,0.2447,1.033,0.318,1.033
5261,1566536460646590877,360.00,192.00,418,212491,10251,360.05,201.10,122.58,0.9370,1,1.0330,0.3239,0.9872,10000,2520,10,6.197,419.4,322.6,ndt_r3_i240,3364.3,0.9874,0.2450,1.062,0.484,1.062
5334,1566536467939217067,360.00,192.00,418,212491,8573,370.43,184.73,121.95,0.9659,0,0.8994,0.2802,0.9717,10000,3136,10,8.988,405.3,279.3,icp_d4_i240,9881.7,0.6373,0.2466,31.800,60.663,7.179
5334,1566536467939217067,360.00,192.00,418,212491,8573,370.43,184.73,121.95,0.9659,0,0.8994,0.2802,0.9717,10000,3136,10,8.988,405.3,279.3,gicp_d4_i240,34179.0,0.6735,0.2444,6.222,4.375,6.222
