frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,511.7,331.2,icp_d4_i60,7225.8,0.9589,0.2424,0.319,0.378,0.319
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,511.7,331.2,gicp_d6_i30,5293.2,0.9578,0.2414,0.181,0.341,0.181
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,511.7,331.2,gicp_d4_i60,7960.0,0.9578,0.2418,0.213,0.352,0.213
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,511.7,331.2,ndt_r4_i30,2325.3,0.9586,0.2428,0.432,0.452,0.393
1027,1566536037247571899,-24.00,312.00,918,262121,10204,-25.76,323.82,137.57,0.9579,1,0.2117,0.3504,0.9578,10000,1719,10,2.343,511.7,331.2,ndt_r3_i60,3414.3,0.9586,0.2404,0.279,0.534,0.279
1100,1566536044548126397,24.00,288.00,582,211151,10131,25.65,280.95,146.14,0.9859,1,0.1571,0.2143,0.9864,10000,1236,10,0.312,355.3,293.4,icp_d6_i30,3821.2,0.9876,0.2473,0.284,0.280,0.129
1100,1566536044548126397,24.00,288.00,582,211151,10131,25.65,280.95,146.14,0.9859,1,0.1571,0.2143,0.9864,10000,1236,10,0.312,355.3,293.4,icp_d4_i60,5680.6,0.9876,0.2474,0.267,0.278,0.138
1100,1566536044548126397,24.00,288.00,582,211151,10131,25.65,280.95,146.14,0.9859,1,0.1571,0.2143,0.9864,10000,1236,10,0.312,355.3,293.4,gicp_d6_i30,3092.7,0.9864,0.2481,0.158,0.210,0.158
1100,1566536044548126397,24.00,288.00,582,211151,10131,25.65,280.95,146.14,0.9859,1,0.1571,0.2143,0.9864,10000,1236,10,0.312,355.3,293.4,gicp_d4_i60,2897.2,0.9864,0.2481,0.158,0.215,0.158
1100,1566536044548126397,24.00,288.00,582,211151,10131,25.65,280.95,146.14,0.9859,1,0.1571,0.2143,0.9864,10000,1236,10,0.312,355.3,293.4,ndt_r4_i30,2297.9,0.9865,0.2434,0.456,0.807,0.044
1100,1566536044548126397,24.00,288.00,582,211151,10131,25.65,280.95,146.14,0.9859,1,0.1571,0.2143,0.9864,10000,1236,10,0.312,355.3,293.4,ndt_r3_i60,2694.1,0.9859,0.2467,0.091,0.145,0.042
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,517.4,358.3,icp_d6_i30,5307.7,0.9751,0.2487,0.202,0.774,0.202
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,517.4,358.3,icp_d4_i60,10377.0,0.9751,0.2485,0.213,0.759,0.193
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,517.4,358.3,gicp_d6_i30,4977.0,0.9751,0.2474,0.241,0.678,0.241
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,517.4,358.3,gicp_d4_i60,7417.2,0.9751,0.2474,0.242,0.676,0.242
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,517.4,358.3,ndt_r4_i30,2007.0,0.9749,0.2461,0.138,0.595,0.138
1173,1566536051851512454,72.00,264.00,696,273520,11346,75.28,258.12,163.06,0.9730,1,0.2416,0.6756,0.9750,10000,3999,10,0.876,517.4,358.3,ndt_r3_i60,3225.7,0.9748,0.2467,0.213,0.650,0.213
1246,1566536059146865601,120.00,240.00,667,302018,13848,125.34,250.81,178.77,0.8804,1,1.1645,1.9184,0.9467,10000,2691,10,2.194,725.9,458.7,icp_d6_i30,5913.5,0.9513,0.2424,1.359,1.651,1.359
