frame,timestamp_ns,tile_x,tile_y,tile_frames,tile_points,query_points,gt_x,gt_y,gt_yaw_deg,gt_inlier,gt_probe_ok,gt_probe_dt,gt_probe_dr,gt_probe_inlier,evaluated,passed,distinct,oracle_dt,feature_ms,ransac_ms,config,omp_threads,polish_input_points,target_prep_ms,polish_ms,best_inlier,best_error,err_trans,err_rot_deg,oracle_polished_dt
1903,1566536124844530056,504.00,240.00,197,175430,12208,515.87,235.72,-147.75,0.9839,1,0.2164,0.2147,0.9830,10000,1557,10,1.006,414.2,357.2,ndt_r3_i120,16,12208,8.0,3800.2,0.9827,0.2416,0.249,0.354,0.188
1976,1566536132144940710,552.00,240.00,199,208296,9897,558.23,238.78,142.48,0.9864,1,0.3447,0.6933,0.9922,10000,5782,10,0.566,473.0,354.1,none,0,9897,0.0,6.9,0.9860,0.2451,0.566,1.193,0.566
1976,1566536132144940710,552.00,240.00,199,208296,9897,558.23,238.78,142.48,0.9864,1,0.3447,0.6933,0.9922,10000,5782,10,0.566,473.0,354.1,gicp_plugin,16,9897,0.0,5217.9,0.9924,0.2536,0.264,0.650,0.097
1976,1566536132144940710,552.00,240.00,199,208296,9897,558.23,238.78,142.48,0.9864,1,0.3447,0.6933,0.9922,10000,5782,10,0.566,473.0,354.1,gicp_d4_i60,16,9897,96.7,6610.6,0.9922,0.2540,0.344,0.715,0.343
1976,1566536132144940710,552.00,240.00,199,208296,9897,558.23,238.78,142.48,0.9864,1,0.3447,0.6933,0.9922,10000,5782,10,0.566,473.0,354.1,ndt_r3_i120,16,9897,9.0,3722.5,0.9914,0.2534,0.308,0.529,0.268
2049,1566536139444535963,600.00,192.00,175,170683,10030,607.87,197.76,141.57,0.9739,1,0.6706,0.2484,0.9816,10000,5776,10,0.945,434.0,346.0,none,0,10030,0.0,6.3,0.8495,0.2514,0.945,2.601,0.945
2049,1566536139444535963,600.00,192.00,175,170683,10030,607.87,197.76,141.57,0.9739,1,0.6706,0.2484,0.9816,10000,5776,10,0.945,434.0,346.0,gicp_plugin,16,10030,0.0,4320.6,0.9813,0.2433,0.650,0.260,0.648
2049,1566536139444535963,600.00,192.00,175,170683,10030,607.87,197.76,141.57,0.9739,1,0.6706,0.2484,0.9816,10000,5776,10,0.945,434.0,346.0,gicp_d4_i60,16,10030,74.6,7543.1,0.9816,0.2443,0.671,0.246,0.671
2049,1566536139444535963,600.00,192.00,175,170683,10030,607.87,197.76,141.57,0.9739,1,0.6706,0.2484,0.9816,10000,5776,10,0.945,434.0,346.0,ndt_r3_i120,16,10030,7.8,3421.5,0.9823,0.2450,0.701,0.373,0.636
2122,1566536146743747960,648.00,144.00,175,136789,6344,654.50,145.21,122.80,0.9357,1,1.1382,0.3105,0.9830,10000,2871,10,1.197,199.4,204.2,none,0,6344,0.0,4.2,0.9174,0.2559,1.197,0.825,1.197
2122,1566536146743747960,648.00,144.00,175,136789,6344,654.50,145.21,122.80,0.9357,1,1.1382,0.3105,0.9830,10000,2871,10,1.197,199.4,204.2,gicp_plugin,16,6344,0.0,2844.7,0.9820,0.2486,1.191,0.249,1.191
2122,1566536146743747960,648.00,144.00,175,136789,6344,654.50,145.21,122.80,0.9357,1,1.1382,0.3105,0.9830,10000,2871,10,1.197,199.4,204.2,gicp_d4_i60,16,6344,60.6,4888.9,0.9828,0.2506,1.135,0.302,1.135
2122,1566536146743747960,648.00,144.00,175,136789,6344,654.50,145.21,122.80,0.9357,1,1.1382,0.3105,0.9830,10000,2871,10,1.197,199.4,204.2,ndt_r3_i120,16,6344,8.6,2852.7,0.9834,0.2538,1.120,0.340,0.999
2195,1566536154043976865,672.00,96.00,182,111710,7324,672.10,86.64,83.20,0.8609,1,1.5352,0.1392,0.9925,10000,4664,10,0.389,191.5,210.1,none,0,7324,0.0,4.3,0.9754,0.2347,2.002,0.825,0.389
2195,1566536154043976865,672.00,96.00,182,111710,7324,672.10,86.64,83.20,0.8609,1,1.5352,0.1392,0.9925,10000,4664,10,0.389,191.5,210.1,gicp_plugin,16,7324,0.0,2973.4,0.9926,0.2448,1.603,0.127,1.603
2195,1566536154043976865,672.00,96.00,182,111710,7324,672.10,86.64,83.20,0.8609,1,1.5352,0.1392,0.9925,10000,4664,10,0.389,191.5,210.1,gicp_d4_i60,16,7324,52.9,6426.2,0.9925,0.2441,1.535,0.142,1.535
2195,1566536154043976865,672.00,96.00,182,111710,7324,672.10,86.64,83.20,0.8609,1,1.5352,0.1392,0.9925,10000,4664,10,0.389,191.5,210.1,ndt_r3_i120,16,7324,5.6,2546.9,0.9928,0.2427,1.554,0.134,1.545
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,308.7,325.8,none,0,10543,0.0,5.3,0.7857,0.2538,12.404,2.075,1.016
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,308.7,325.8,gicp_plugin,16,10543,0.0,5283.3,0.8264,0.2537,12.095,6.480,1.883
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,308.7,325.8,gicp_d4_i60,16,10543,57.4,8497.0,0.9685,0.2473,1.482,0.552,1.482
2268,1566536161345107335,648.00,48.00,206,136505,10543,647.59,39.78,46.38,0.8978,1,1.4828,0.5546,0.9685,10000,4081,10,1.016,308.7,325.8,ndt_r3_i120,16,10543,6.1,3549.6,0.9680,0.2478,1.727,0.649,1.727
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,278.9,253.1,none,0,8878,0.0,5.9,0.6897,0.2502,2.043,6.539,2.043
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,278.9,253.1,gicp_plugin,16,8878,0.0,5180.5,0.9869,0.2548,1.118,0.424,1.118
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,278.9,253.1,gicp_d4_i60,16,8878,60.9,6415.7,0.9876,0.2557,1.062,0.652,1.062
2341,1566536168646088078,600.00,24.00,214,142679,8878,607.80,16.52,16.47,0.9543,1,1.0619,0.6534,0.9876,10000,3415,10,2.043,278.9,253.1,ndt_r3_i120,16,8878,6.6,4249.2,0.9873,0.2582,1.099,0.562,1.060
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,266.3,214.3,none,0,7234,0.0,4.2,0.7141,0.2493,5.256,10.850,1.188
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,266.3,214.3,gicp_plugin,16,7234,0.0,5457.3,0.9549,0.2374,0.650,0.586,0.650
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,266.3,214.3,gicp_d4_i60,16,7234,83.4,7394.9,0.9536,0.2380,0.661,0.326,0.661
2414,1566536175949591826,552.00,24.00,354,179151,7234,559.23,24.33,-25.42,0.9513,1,0.6550,0.2372,0.9540,10000,3409,10,1.188,266.3,214.3,ndt_r3_i120,16,7234,11.3,3079.6,0.9551,0.2386,0.784,0.674,0.784
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,257.6,233.8,none,0,8611,0.0,6.9,0.7319,0.2539,23.699,7.106,2.040
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,257.6,233.8,gicp_plugin,16,8611,0.0,4939.4,0.9199,0.2768,0.477,0.420,0.477
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,257.6,233.8,gicp_d4_i60,16,8611,59.7,6754.1,0.9207,0.2709,0.484,0.778,0.484
2487,1566536183242459408,528.00,72.00,366,125887,8611,528.65,62.41,-46.46,0.9224,1,0.4850,0.7736,0.9206,10000,2204,10,2.040,257.6,233.8,ndt_r3_i120,16,8611,5.4,3179.6,0.9178,0.2722,0.519,0.543,0.517
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,235.5,216.0,none,0,7663,0.0,5.4,0.6571,0.2501,2.792,5.410,2.792
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,235.5,216.0,gicp_plugin,16,7663,0.0,5451.2,0.8805,0.2584,0.446,0.845,0.446
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,235.5,216.0,gicp_d4_i60,16,7663,89.5,8668.6,0.8850,0.2573,1.158,1.671,1.158
2560,1566536190548038879,480.00,48.00,469,181431,7663,489.06,50.56,33.35,0.8833,1,1.1086,1.7023,0.8873,10000,700,10,2.792,235.5,216.0,ndt_r3_i120,16,7663,7.8,2258.5,0.8826,0.2570,0.317,0.799,0.317
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,375.8,256.5,none,0,8781,0.0,5.1,0.7514,0.2475,2.271,4.947,2.271
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,375.8,256.5,gicp_plugin,16,8781,0.0,5096.9,0.9916,0.2456,0.178,0.612,0.178
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,375.8,256.5,gicp_d4_i60,16,8781,95.2,9041.9,0.9921,0.2462,0.678,0.392,0.216
2633,1566536197848554647,480.00,24.00,511,211274,8781,471.35,26.54,96.09,0.9912,1,0.2228,0.4402,0.9918,10000,1718,10,2.271,375.8,256.5,ndt_r3_i120,16,8781,10.8,2641.8,0.9920,0.2471,0.331,0.356,0.331
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,305.2,284.2,none,0,9353,0.0,6.1,0.9021,0.2517,1.100,4.718,1.100
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,305.2,284.2,gicp_plugin,16,9353,0.0,3088.9,0.9813,0.2420,0.907,1.166,0.895
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,305.2,284.2,gicp_d4_i60,16,9353,87.3,5778.2,0.9810,0.2427,0.831,1.173,0.831
2706,1566536205143838698,480.00,-24.00,467,186229,9353,484.82,-19.91,91.09,0.9238,1,0.8358,1.1161,0.9813,10000,2352,10,1.100,305.2,284.2,ndt_r3_i120,16,9353,8.9,3201.3,0.9811,0.2437,0.830,1.286,0.801
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,488.7,378.0,none,0,12880,0.0,8.6,0.7953,0.2512,1.528,5.336,1.092
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,488.7,378.0,gicp_plugin,16,12880,0.0,4901.2,0.9913,0.2433,0.683,1.755,0.683
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,488.7,378.0,gicp_d4_i60,16,12880,83.5,7473.9,0.9911,0.2437,0.639,1.799,0.639
2779,1566536212448129702,456.00,-72.00,353,177485,12880,460.38,-83.30,47.47,0.9522,1,0.6400,1.7981,0.9911,10000,2830,10,1.092,488.7,378.0,ndt_r3_i120,16,12880,7.4,3957.3,0.9912,0.2434,0.669,1.809,0.633
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,563.6,336.9,none,0,10245,0.0,10.0,0.8521,0.2464,2.009,3.516,1.148
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,563.6,336.9,gicp_plugin,16,10245,0.0,4775.4,0.9918,0.2560,1.275,0.358,1.271
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,563.6,336.9,gicp_d4_i60,16,10245,86.9,6001.5,0.9916,0.2558,1.228,0.328,1.227
2852,1566536219746786431,384.00,-120.00,345,200326,10245,394.87,-129.50,32.34,0.9408,1,1.2281,0.3306,0.9916,10000,2911,10,1.148,563.6,336.9,ndt_r3_i120,16,10245,8.2,2679.3,0.9919,0.2543,1.169,0.400,1.145
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,690.9,390.6,none,0,12112,0.0,7.2,0.7550,0.2508,1.931,6.673,1.819
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,690.9,390.6,gicp_plugin,16,12112,0.0,5530.9,0.9765,0.2414,1.276,0.767,1.166
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,690.9,390.6,gicp_d4_i60,16,12112,118.8,8112.8,0.9765,0.2444,1.162,0.577,1.160
2925,1566536227041739012,336.00,-168.00,417,253797,12112,335.96,-166.65,32.19,0.9415,1,1.1637,0.5724,0.9764,10000,2296,10,1.819,690.9,390.6,ndt_r3_i120,16,12112,9.9,3290.4,0.9772,0.2438,1.215,0.519,1.206
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,753.8,431.0,none,0,12920,0.0,7.4,0.6409,0.2517,37.260,2.703,2.765
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,753.8,431.0,gicp_plugin,16,12920,0.0,5740.6,0.9926,0.2420,1.177,0.474,1.177
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,753.8,431.0,gicp_d4_i60,16,12920,126.2,9074.0,0.9926,0.2431,1.167,0.475,1.166
2998,1566536234344917813,288.00,-192.00,379,278215,12920,296.56,-191.81,32.59,0.9367,1,1.1663,0.4717,0.9926,10000,2772,10,2.765,753.8,431.0,ndt_r3_i120,16,12920,11.3,3763.9,0.9936,0.2415,1.425,0.458,1.420
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,640.5,404.5,none,0,11925,0.0,8.0,0.8309,0.2527,0.988,4.276,0.965
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,640.5,404.5,gicp_plugin,16,11925,0.0,3566.8,0.9932,0.2406,0.880,0.552,0.880
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,640.5,404.5,gicp_d4_i60,16,11925,107.0,4724.0,0.9928,0.2421,0.870,0.522,0.870
3071,1566536241644941396,264.00,-216.00,274,233953,11925,255.67,-217.08,30.81,0.9794,1,0.8703,0.5140,0.9928,10000,3849,10,0.965,640.5,404.5,ndt_r3_i120,16,11925,10.7,3227.0,0.9929,0.2425,0.930,0.667,0.926
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,513.4,392.8,none,0,12065,0.0,8.3,0.7596,0.2493,2.266,4.117,1.617
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,513.4,392.8,gicp_plugin,16,12065,0.0,4984.0,0.9911,0.2442,0.367,0.466,0.335
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,513.4,392.8,gicp_d4_i60,16,12065,89.4,7853.1,0.9909,0.2455,0.255,0.371,0.255
3144,1566536248944264443,192.00,-240.00,355,206082,12065,199.32,-229.54,2.98,0.9913,1,0.2563,0.3572,0.9909,10000,3694,10,1.617,513.4,392.8,ndt_r3_i120,16,12065,11.2,4407.1,0.9910,0.2470,0.273,0.458,0.269
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,611.8,386.3,none,0,11256,0.0,8.2,0.6436,0.2461,3.260,6.210,1.089
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,611.8,386.3,gicp_plugin,16,11256,0.0,5741.4,0.9870,0.2435,0.284,0.883,0.277
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,611.8,386.3,gicp_d4_i60,16,11256,119.9,9410.3,0.9868,0.2437,0.189,0.467,0.141
3217,1566536256241428148,144.00,-240.00,463,253964,11256,149.28,-241.95,26.01,0.9860,0,0.1415,0.3576,0.9866,10000,2575,10,1.089,611.8,386.3,ndt_r3_i120,16,11256,10.7,4990.3,0.9866,0.2436,0.117,0.449,0.107
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,607.0,350.9,none,0,10594,0.0,6.1,0.6883,0.2486,1.565,7.821,1.565
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,607.0,350.9,gicp_plugin,16,10594,0.0,5303.7,0.9844,0.2530,0.484,1.718,0.484
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,607.0,350.9,gicp_d4_i60,16,10594,118.1,10688.6,0.9858,0.2498,0.800,0.506,0.108
3290,1566536263544221053,120.00,-216.00,557,262133,10594,122.42,-226.46,-57.10,0.9851,1,0.1025,0.4583,0.9854,10000,2770,10,1.565,607.0,350.9,ndt_r3_i120,16,10594,9.7,3336.9,0.9855,0.2531,0.308,0.516,0.270
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,602.4,416.0,none,0,11218,0.0,8.1,0.7295,0.2497,4.046,3.193,3.472
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,602.4,416.0,gicp_plugin,16,11218,0.0,4408.1,0.9816,0.2538,0.285,0.791,0.285
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,602.4,416.0,gicp_d4_i60,16,11218,123.5,9128.4,0.9816,0.2533,0.069,0.276,0.069
3363,1566536270847211078,96.00,-168.00,610,270040,11218,89.21,-173.98,-57.64,0.9817,1,0.0703,0.2663,0.9815,10000,2956,10,3.472,602.4,416.0,ndt_r3_i120,16,11218,13.1,2920.5,0.9818,0.2547,0.345,0.399,0.324
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,497.7,348.8,none,0,10988,0.0,7.4,0.7982,0.2474,2.087,4.168,2.087
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,497.7,348.8,gicp_plugin,16,10988,0.0,5320.8,0.9837,0.2452,0.188,0.409,0.177
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,497.7,348.8,gicp_d4_i60,16,10988,95.8,7113.7,0.9849,0.2479,1.134,0.631,0.076
3436,1566536278145809030,48.00,-120.00,528,219318,10988,56.29,-118.80,-63.13,0.9839,1,0.0785,0.4941,0.9838,10000,3927,10,2.087,497.7,348.8,ndt_r3_i120,16,10988,10.0,4031.0,0.9843,0.2461,0.542,0.589,0.438
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,557.1,384.1,none,0,11747,0.0,6.2,0.6630,0.2446,5.424,5.647,4.448
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,557.1,384.1,gicp_plugin,16,11747,0.0,4689.9,0.9874,0.2465,0.241,0.422,0.161
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,557.1,384.1,gicp_d4_i60,16,11747,114.9,7417.2,0.9874,0.2414,0.829,0.631,0.135
3509,1566536285443967335,24.00,-48.00,566,234705,11747,26.64,-57.06,-64.41,0.9877,1,0.1358,0.4419,0.9874,10000,2801,10,4.448,557.1,384.1,ndt_r3_i120,16,11747,11.0,4378.1,0.9877,0.2465,0.326,0.657,0.299
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,569.9,468.4,none,0,13440,0.0,8.4,0.7436,0.2480,3.816,9.228,1.892
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,569.9,468.4,gicp_plugin,16,13440,0.0,5479.7,0.9565,0.2447,0.615,0.270,0.316
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,569.9,468.4,gicp_d4_i60,16,13440,131.0,5330.5,0.9576,0.2438,1.152,0.358,0.192
3582,1566536292747961898,0.00,0.00,655,283040,13440,-3.59,1.07,-62.69,0.9560,1,0.1908,0.3440,0.9560,10000,3926,10,1.892,569.9,468.4,ndt_r3_i120,16,13440,10.4,5355.4,0.9572,0.2418,0.810,0.423,0.705
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,504.5,399.3,none,0,11529,0.0,8.8,0.8481,0.2399,3.694,1.734,1.909
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,504.5,399.3,gicp_plugin,16,11529,0.0,4376.2,0.9265,0.2388,0.115,0.219,0.096
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,504.5,399.3,gicp_d4_i60,16,11529,141.0,6985.1,0.9268,0.2396,0.045,0.070,0.044
3655,1566536300042628620,-24.00,48.00,717,301272,11529,-33.41,57.95,-60.94,0.9270,1,0.0460,0.0758,0.9269,10000,3020,10,1.909,504.5,399.3,ndt_r3_i120,16,11529,12.6,4672.1,0.9275,0.2400,0.391,0.217,0.225
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,665.8,403.0,none,0,12149,0.0,7.4,0.7149,0.2528,1.096,12.206,1.096
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,665.8,403.0,gicp_plugin,16,12149,0.0,5222.5,0.9328,0.2444,1.359,0.955,1.359
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,665.8,403.0,gicp_d4_i60,16,12149,147.6,10925.9,0.9343,0.2463,0.070,0.962,0.060
3728,1566536307340104117,-72.00,120.00,765,313168,12149,-69.09,115.36,-56.63,0.9340,1,0.0840,0.9470,0.9343,10000,3481,10,1.096,665.8,403.0,ndt_r3_i120,16,12149,11.7,3645.5,0.9344,0.2427,0.396,0.955,0.292
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,536.2,395.3,none,0,11229,0.0,9.1,0.7412,0.2492,2.346,7.384,2.346
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,536.2,395.3,gicp_plugin,16,11229,0.0,5254.2,0.9819,0.2461,0.339,0.319,0.339
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,536.2,395.3,gicp_d4_i60,16,11229,139.8,10598.9,0.9817,0.2466,0.088,0.299,0.083
3801,1566536314641427288,-120.00,168.00,852,306784,11229,-108.51,170.49,-50.50,0.9812,0,0.0860,0.2934,0.9811,10000,2100,10,2.346,536.2,395.3,ndt_r3_i120,16,11229,11.8,3564.6,0.9815,0.2453,0.521,0.326,0.427
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,597.2,380.1,none,0,11237,0.0,15.0,0.6133,0.2398,29.716,62.042,7.583
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,597.2,380.1,gicp_plugin,16,11237,0.0,5843.4,0.6335,0.2416,6.570,29.503,6.570
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,597.2,380.1,gicp_d4_i60,16,11237,157.3,10327.5,0.6728,0.2573,4.801,19.083,4.801
3874,1566536321942035386,-144.00,216.00,1276,337226,11237,-152.75,217.87,-43.86,0.9663,1,0.1103,0.1872,0.9665,10000,2435,10,7.583,597.2,380.1,ndt_r3_i120,16,11237,12.6,3463.7,0.6829,0.2448,20.212,51.687,6.053
